buyin;code;name;unit;size;cost;price;tax
7112;LLAMP10305;LLAMPA.VTC-4302 LED 4W E14 FLAKE QIRIU 2700K;COP;40;403.4;403.4;0.2
7663;THI11014;THIKE.TESCOMA 862054 ,PROSHUTE,24CM;COP;8;3.1;3.1;0.2
7663;THI9916;THIKE.TESCOMA 862020 ,10CM;COP;12;5.1;5.1;0.2
7663;GER11015;GERSHERE.TESCOMA 888220;COP;12;4.95;4.95;0.2
7663;GER9908;GERSHERE.TESCOMA 888414 ,22CM;COP;16;2.4;2.4;0.2
7663;GER9911;GERSHERE.TESCOMA 888420;COP;19;2.45;2.45;0.2
7663;GER9907;GERSHERE.TESCOMA 888210;COP;19;1.65;1.65;0.2
7663;GER11016;GERSHERE.TESCOMA 888230;COP;15;4.85;4.85;0.2
7663;GER11017;GERSHERE.TESCOMA 888214;COP;16;1.85;1.85;0.2
7663;GER11018;GERSHERE.TESCOMA 888225;COP;13;2.7;2.7;0.2
7663;GER10802;GERSHERE.TESCOMA 421082;COP;6;2.38;2.38;0.2
7663;QER10800;QERUES PATATE.TESCOMA 421010;COP;20;1.48;1.48;0.2
7663;QER11021;QERUES PERIME.TESCOMA 420102;COP;13;1.3;1.3;0.2
7663;PRER10090;PRERESE AGRUME.TESCOMA 422060;COP;4;4.05;4.05;0.2
7663;HAP9440;HAPESE TAPA.TESCOMA 420752;COP;13;0.95;0.95;0.2
7663;TAP11020;TAPE.TESCOMA 420750;COP;10;8.5;8.5;0.2
7663;NXJ9936;NXJERRESE BERTHAMASH.TESCOMA 420128;COP;7;1.55;1.55;0.2
7663;HAP9938;HAPESE TAPA.TESCOMA 420240;COP;11;1.95;1.95;0.2
7663;KAP11012;KAPAK.BIALETTI Y0C6CV0160 ,16CM;COP;6;5.2;5.2;0.2
7663;LUG11019;LUGE.TESCOMA 638003;COP;7;1.45;1.45;0.2
8004;2181;Mobilje dhe orendi;;0;0;0;0
8045;608;PARKIM;;0;0;0;0.2
8046;6271;Transporte per blerje/Euro;;0;0;0;0.2
8047;608;PARKIM;;0;0;0;0
8048;608;PARKIM;;0;0;0;0.2
8049;6271;Transporte per blerje/Euro;;0;0;0;0
8050;6271;Transporte per blerje/Euro;;0;0;0;0
7663;LUG9923;LUGE.TESCOMA 638006;COP;12;1.5;1.5;0.2
7663;LOP9925;LOPAT.TESCOMA 638009;COP;12;1.5;1.5;0.2
7663;LOP9926;LOPAT.TESCOMA 638018;COP;17;1.5;1.5;0.2
7663;LOP9928;LOPAT.TESCOMA 638014;COP;18;1.5;1.5;0.2
7663;PIR9924;PIRUN.TESCOMA 638022;COP;11;1.5;1.5;0.2
7663;LOP9927;LOPAT.TESCOMA 638020;COP;8;1.5;1.5;0.2
7663;LOP9931;LOPAT.TESCOMA 420339;COP;7;2.5;2.5;0.2
7663;LUG9945;LUGE.TESCOMA 637317;COP;8;1.15;1.15;0.2
7663;QESK9933;QESKE USHQIMI.TESCOMA 897020 ,19x12;COP;8;0.75;0.75;0.2
7663;TH FL7105;TH FLOKESH.PHILIPS HP8232 ,2200W ,DIFUZOR;COP;9;20.5;20.5;0.2
8051;6271;Transporte per blerje/Euro;;0;0;0;0
7988;FR10939;COMBI.SAMSUNG RB29HSR2DWW, NF,1.78m;COP;10;245;245;0.2
7988;FR9428;COMB.SAMSUNG RB31FERNDBC/EF;COP;18;339;339;0.2
7988;FR9303;COMB.SAMSUNG RB31FERNDSA/EF ,310L,A+,DISPLAY,INOX;COP;6;335;335;0.2
7988;LV11287;LVT.SAMSUNG WF8EF5E0W4W/LE,8KG,1400XH;COP;40;272;272;0.2
7988;LV11288;LVT.SAMSUNG WF60J3083LW/LE,8KG,1000XH;COP;88;192.5;192.5;0.2
8005;2181;Mobilje dhe orendi;;0;0;0;0.2
7990;LV11289;LVT.OQEAN WMM 1408 D A+++ ,8KG,1400XH;COP;159;155;155;0.2
7990;LV11178;LVT.OQEAN OWF 1060 ,6KG,1000XH;COP;225;110;110;0.2
7990;LV11179;LVT.OQEAN WMM 1207 D A+++ ,7KG,1200XH;COP;216;135;135;0.2
8052;608;PARKIM;;0;0;0;0
8006;2181;Mobilje dhe orendi;;0;0;0;0.2
8008;2181;Mobilje dhe orendi;;0;0;0;0.2
8053;PERZ5229;PERZIERES.DCG HM9811 mixer,xhytes;COP;252;5;5;0.2
7991;624;Reklame, publicitet/Euro;;0;0;0;0
7992;624;Reklame, publicitet/Euro;;0;0;0;0
8227;624;Reklame, publicitet/Euro;;0;0;0;0.2
8246;618;Te ndryshme;;0;0;0;0
8248;616;SIGURIME;;0;0;0;0
8249;6271;Transporte per blerje/Euro;;0;0;0;0.2
8130;FR10412;COMB.OQEAN OSBSH 500 B A+;COP;57;300;300;0.2
8019;PN10289;PIAN.SENATOR PSE622XT ,2G+2K;COP;70;45;45;0.2
8024;6271;Transporte per blerje/Euro;;0;0;0;0
8025;626;Shpz.postare e telekom.;;0;0;0;0
8026;608;Te tjera;;0;0;0;0.2
8027;6271;Transporte per blerje;;0;0;0;0.2
8028;624;Reklame, publicitet;;0;0;0;0.2
7977;TV10917;LED.SUNNY 43'';COP;50;217;217;0.2
8038;PR11293;PRINTER.HP MFP M125 ,SCDC0182,,SKANER,COPIER;COP;1;15138.3833;15138.3833;0.2
8039;PC11294;PC11294.HP PC 280G2 MT ,INTELPENTIUM G,4400,500GB;COP;4;34075;34075;0.2
8053;MAK11290;MAKIN MISHI.DCG FW2695 ,1200W;COP;10;20;20;0.2
8053;MAK5232;MAKINE MISHI.DCG FWP2696;COP;10;28;28;0.2
8053;SHTR6532;SHTRYDHESE.DCG ZP3364 ,agrume;COP;150;5;5;0.2
8053;PERZ5230;PERZIERES.DCG HM2476;COP;24;10.5;10.5;0.2
8053;APA6425;APARAT TENSIONI.DCG MP582 ,PRESSIONE BRACCIO;COP;10;12;12;0.2
8053;PAS11057;PASQYRE.DCG LM3055;COP;12;9.5;9.5;0.2
8053;FU3702;FU.DCG MB 9850N ventilato,50L;COP;6;53;53;0.2
8053;HE9766;HEKUR.DCG DB8075;COP;80;9.5;9.5;0.2
8053;HE6856;HEKUR.DCG DB8070 ,2400W;COP;50;8.5;8.5;0.2
8053;HE8645;HEKUR.DCG DB2279 ,1800W;COP;54;6;6;0.2
8053;PJEK6422;PJEKESE AVULL.DCG DG2334;COP;5;13;13;0.2
8053;PIAST10655;PIASTER.DCG HC1012;COP;34;5;5;0.2
8053;FSH9768;FSHESE.DCG BS4300 ,QESKE;COP;30;27.5;27.5;0.2
8053;FSH9466;FSHESE.DCG BS5009 ,2000W ,KONTENITOR;COP;150;25;25;0.2
8130;6271;Transporte per blerje/USD;;0;0;0;0
7993;608;PARKIM;;0;0;0;0
7994;626;Shpz.postare e telekom.;;0;0;0;0.2
7995;626;Shpz.postare e telekom.;;0;0;0;0.2
7996;626;Shpz.postare e telekom.;;0;0;0;0.2
7997;626;Shpz.postare e telekom.;;0;0;0;0.2
7998;626;Shpz.postare e telekom.;;0;0;0;0.2
7999;626;Shpz.postare e telekom.;;0;0;0;0.2
8000;616;SIGURIME;;0;0;0;0.2
8001;616;SIGURIME;;0;0;0;0.2
8002;624;Reklame, publicitet/Euro;;0;0;0;0.2
8003;613;Qera;;0;0;0;0
7276;6271;Transporte per blerje/Euro;;0;0;0;0
8137;SO11527;SO.DELUX F6B22E3 ,XHAM PASQYRE;COP;276;98;98;0.2
8139;PN10289;PIAN.SENATOR PSE622XT ,2G+2K;COP;200;45;45;0.2
8150;TV11510;LED.VITEK 32'' ,V3288 ,HF,DLED;COP;250;114;114;0.2
8009;613;Qera;;0;0;0;0.2
8010;626;Shpz.postare e telekom.;;0;0;0;0
8011;626;Shpz.postare e telekom.;;0;0;0;0
8012;608;BOJE PRINTERI;;0;0;0;0.2
8013;613;Qera;;0;0;0;0.2
8014;626;Shpz.postare e telekom.;;0;0;0;0
8015;626;Shpz.postare e telekom.;;0;0;0;0.2
8018;608;BOJE PRINTERI;;0;0;0;0
8020;608;FILM ME AJER;;0;0;0;0
8021;6271;Transporte per blerje/Euro;;0;0;0;0.2
8022;6271;Transporte per blerje/USD;;0;0;0;0
8023;608;PARKIM;;0;0;0;0
7989;FR10405;COMB.OQEAN OCBH 400 NFL I A+;COP;72;182;182;0.2
7989;6271;Transporte per blerje/USD;;0;0;0;0
7989;616;SIGURIME/USD;;0;0;0;0
8056;6271;Transporte per blerje/Euro;;0;0;0;0
8057;608;PARKIM;;0;0;0;0
8058;6271;Transporte per blerje/Euro;;0;0;0;0.2
8059;2181;Mobilje dhe orendi;;0;0;0;0
8053;TH FL5950;TH FLOKESH.DCG HTW1028 ,MURI;COP;20;15;15;0.2
8053;TH FL9765;TH FLOKESH.DCG HT1030 ,MURI;COP;12;28;28;0.2
8053;VEN5257;STUFA.DCG SA9106 ,qeramik;COP;175;8.5;8.5;0.2
8053;ST8649;STUFA.DCG SA9107 ,QERAMIK;COP;393;8.5;8.5;0.2
8053;ST11279;STUFA.DCG SA9724;COP;3;33.5;33.5;0.2
8053;FUR11291;FURRE THONJSH.DCG NL818;COP;24;8;8;0.2
8053;PAST11292;PASTRUES XHAMI.DCG DR2800;COP;50;22;22;0.2
8053;ST11211;STUFA.DCG SA9660 ,CARBONIO;COP;600;13.5;13.5;0.2
8054;A5789;ASP.60cm SOFIA H6 IX/A/60;COP;25;55;55;0.2
8054;A5790;ASP.90cm SOFIA H6 IX/A/90;COP;10;69;69;0.2
8054;A5785;ASP.90cm PANTHEON IX/A/90 ,INOX;COP;10;70;70;0.2
8054;A5784;ASP.60cm PANTHEON IX/A/60,INOX,60XM;COP;10;62;62;0.2
8054;A5787;ASP.60cm CERTOSA IX/A/60/PB;COP;14;32;32;0.2
8054;A5788;ASP.90cm CERTOSA IX/A/90/PB;COP;45;40;40;0.2
8054;A5786;ASP.60cm TT14 ST/GRX/F/60;COP;40;33;33;0.2
8054;A5792;ASP.60cm NORMA H6 IX/BL/A/60;COP;28;62;62;0.2
8054;A5791;ASP.60cm LUCREZIA IX/BL/A/60;COP;3;63;63;0.2
8055;PN2813;PIAN.FRAT-ONO PKC 622 NNG (2g+2k),qeram;COP;80;118;118;0.2
8055;PN4185;PIAN.FRAT-ONO PLO 622 X 2G+2K;COP;50;51;51;0.2
8055;PN4295;PIAN.FRAT-ONO PLO 622 VZ 2g+2k,v.sig;COP;50;57;57;0.2
8072;KAL11295;KALORIFER.OQEAN OOR1120F ,VENTILIM,11 FLET;COP;460;29.5;29.5;0.2
8072;KAL11296;KALORIFER.OQEAN OOR1325F,VENTILIM,13 FLET;COP;460;32;32;0.2
8072;KAL11297;KALORIFER.OQEAN OOR1325 ,13 FLET;COP;200;29;29;0.2
8072;PJ4399;PJESE KEMBIMI.OQEAN ELECTR CARD 20775809;COP;11;0.75;0.75;0.2
8072;PJ4400;PJESE KEMBIMI.OQEAN PRES SWITCH 32000553;COP;11;0.9;0.9;0.2
8072;PJ4401;PJESE KEMBIMI.OQEAN RESISTENCE 32004626;COP;11;0.75;0.75;0.2
8072;PJ4402;PJESE KEMBIMI.OQEAN DOOR LOOK 32018338;COP;11;0.9;0.9;0.2
8072;PJ4403;PJESE KEMBIMI.OQEAN PROGR SHAFT 42019122;COP;11;0.45;0.45;0.2
8072;PJ4404;PJESE KEMBIMI.OQEAN PCB BOX 42042969;COP;44;0.4;0.4;0.2
8060;613;Qera/Euro;;0;0;0;0.2
7981;BAN10563;BANAK.OQEAN OCH 300 EG A+;COP;210;100;100;0.2
7981;6271;Transporte per blerje/USD;;0;0;0;0
7981;616;SIGURIME/USD;;0;0;0;0
7987;FR10572;FRIGO.DELUX   FD18S , 1.3 M   GRI, STATIK;COP;184;75;75;0.2
7987;FR4085;FR.DELUX FD 26 S ,gri,statik;COP;282;87;87;0.2
7987;FR7098;FR.OQEAN MDD 220;COP;282;88;88;0.2
7987;6271;Transporte per blerje/USD;;0;0;0;0
7987;616;SIGURIME/USD;;0;0;0;0
7986;FR5918;COMB.FRAT-ONO RBC029A0 ,inkaso,300 L;COP;108;135;135;0.2
7986;FR10413;COMB.OQEAN OCBH 400 F ID A+;COP;71;177;177;0.2
7986;6271;Transporte per blerje/USD;;0;0;0;0
7986;616;SIGURIME/USD;;0;0;0;0
8061;624;Reklame, publicitet;;0;0;0;0
8062;624;Reklame, publicitet/Euro;;0;0;0;0.2
8063;624;Reklame, publicitet/Euro;;0;0;0;0
8064;624;Reklame, publicitet;;0;0;0;0
8065;6271;Transporte per blerje/Euro;;0;0;0;0
8065;6271;Transporte per blerje;;0;0;0;0
7812;LV11171;LVT.HOTPOINT RSG 704 JS PL;COP;6;160;160;0.2
7812;LV11174;LVT.INDESIT EWD 61052 W TK;COP;4;125;125;0.2
7812;LV11175;LVT.INDESIT XWDE 961480X WSSS EU,(9L+6TH);COP;13;220;220;0.2
8066;624;Reklame, publicitet;;0;0;0;0.2
8072;PJ4405;PJESE KEMBIMI.OQEAN TUB SEAL 42077485;COP;22;0.25;0.25;0.2
8073;TV11298;LED.SAMSUNG UE49KS9002;COP;12;1259;1259;0.2
8073;TV11299;LED.SAMSUNG UE55KS7502;COP;12;1281;1281;0.2
8073;TV11300;LED.SAMSUNG 32LH510B;COP;100;158;158;0.2
8073;TV10319;LED.SAMSUNG UE55KU6072UXXH;COP;9;595;595;0.2
8074;TV11301;LED.SUNNY 32'' FHD DLED TV DVB-T2/C BLACK;COP;179;129;129;0.2
8074;TV10917;LED.SUNNY 43'';COP;100;226;226;0.2
8075;PN10290;PIAN.FRAT-ONO PMI631XT ,3G+1K;COP;100;44;44;0.2
8075;PN11302;PIAN.FRAT-ONO PML631NXT;COP;70;52;52;0.2
8078;6271;Transporte per blerje/Euro;;0;0;0;0
8076;6271;Transporte per blerje/Euro;;0;0;0;0
8079;TO6852;THEKESE.DCG KT1200;COP;150;7;7;0.2
8079;FSH9466;FSHESE.DCG BS5009 ,2000W ,KONTENITOR;COP;113;25;25;0.2
8079;ST11279;STUFA.DCG SA9724;COP;50;33.5;33.5;0.2
8079;ST9771;STUFA.DCG SA8430 ,QUARZO;COP;50;27;27;0.2
8079;ST9770;STUFA.DCG SA9823 ,FIBRA KARBONI;COP;100;19.5;19.5;0.2
8080;TV11305;TV MONITOR.SAMSUNG LT32E310EX/EN;COP;70;145;145;0.2
8080;TV11306;TV MONITOR.SAMSUNG TE28E316;COP;200;125;125;0.2
8081;FSH11307;FSHESE.SEKOM TCSC26A;COP;100;28;28;0.2
8082;LV11321;LVT.SIEMENS WM10N027IT ,7KG,1000XH,A+++;COP;10;259.9;259.9;0.2
8082;GR6401;GRIRESE.KENWOOD CH580 ,450 W,4 thika,TRITATUTTO;COP;18;27.4;27.4;0.2
8082;HE10874;HEKUR.ROWENTA DX1411 ,2100W;COP;21;21.8;21.8;0.2
8083;ROB11317;ROBOT.GIRMI IM45 ,1200W;COP;5;80.3;80.3;0.2
8083;PESH11311;PESHORE.FERRARI G2040600;COP;20;9.6;9.6;0.2
8083;PESH11312;PESHORE.FERRARI G2000300;COP;12;11;11;0.2
8083;HE11313;HEKUR.FERRARI G4000800 ,2200W;COP;20;15;15;0.2
8083;HE11314;HEKUR.FERRARI G40601 ,2000W;COP;20;11;11;0.2
8083;HE11320;HEKUR.GIRMI ST50 ,220W;COP;30;9.1;9.1;0.2
8083;TH FL11150;TH FLOKESH.FERRARI G3070200 ,2000W,DIFUZOR;COP;150;8.8;8.8;0.2
8083;DEP11138;DEPILATOR.FERRARI G3002400 ,KIT;COP;20;12.8;12.8;0.2
8083;MAK11145;MAKINE QETHJE.FERRARI G3000400;COP;20;17.2;17.2;0.2
8083;MAK11315;MAKINE QETHJE.FERRARI G30023;COP;25;11.1;11.1;0.2
8083;MAK11316;MAKINE RROJE.FERRARI G3000600;COP;20;9.4;9.4;0.2
8083;NGR11112;NGROHESE UJI.GIRMI BL3103 ,1.2L ,GREEN;COP;4;14.2;14.2;0.2
8083;NGR11113;NGROHESE UJI.GIRMI BL3109 ,1.2 ORANGE;COP;4;14.2;14.2;0.2
8083;TO11117;TOST.GIRMI BS4000 ,PETRAVERA;COP;30;35.6;35.6;0.2
8083;FUR11319;FURNEL.GIRMI PI0100;COP;8;29.3;29.3;0.2
8083;FUR11106;FURNEL.GIRMI PE2500 ,PIASTER KORENTI;COP;50;8.7;8.7;0.2
8083;FUR11119;FURNEL.GIRMI PE1500 ,1 KORENT;COP;40;6;6;0.2
8083;FUR11118;FURNEL.GIRMI PE3500 ,2 KORENT;COP;20;14.3;14.3;0.2
8083;TO7414;THEKESE.GIRMI TP55 ROSSO ,800W;COP;20;19.2;19.2;0.2
8083;TO10126;TOST.GIRMI BS 45;COP;20;28.6;28.6;0.2
8201;6271;Transporte per blerje/Euro;;0;0;0;0.2
8202;6271;Transporte per blerje/Euro;;0;0;0;0
8203;618;Te ndryshme;;0;0;0;0
8204;618;Te ndryshme;;0;0;0;0
8205;2181;Mobilje dhe orendi;;0;0;0;0.2
8206;616;PARKIM;;0;0;0;0.2
8207;618;Te ndryshme;;0;0;0;0.2
8208;616;PARKIM;;0;0;0;0.2
8209;6271;Transporte per blerje/Euro;;0;0;0;0.2
8084;MAK11322;MAKINE LODER.REV WOWWEE,INW014;COP;50;24.94;24.94;0.2
8084;MAK11323;MAKINE LODR.LAMBORGHINI IND506;COP;100;19;19;0.2
8084;MAK11324;MAKINE LODER.PORCHE IND507;COP;100;19;19;0.2
8085;KUF11325;KUFJE.TREVI JR 660M ,ORANGE,0066009;COP;10;5.9;5.9;0.2
8085;TER10985;TERMOMETER.TREVI TE 3008 ,MURI ,0TE300803;COP;10;4.1;4.1;0.2
8085;KAB10596;KABELL.TREVI HD 34-56 ,HDMI ,0345600;COP;20;3.8;3.8;0.2
8085;MAG8587;MAGNETOFON.TREVI KB 508 USB DIGITAL BOOMBOX BLACK,0KB50800;COP;5;15.6;15.6;0.2
8085;MAG11326;MAGNETOFON.TREVI KB 508 ,WHITE,0KB50801;COP;5;15.6;15.6;0.2
8085;MAG8589;MAGNETOFON.TREVI CD 512 PORT.RADIO CD PLAYER ,BLACK ,0051200;COP;10;20.6;20.6;0.2
8085;MAG10648;MAGNETOFON.TREVI CD 512 PORT.RADIO CD PLAYER,PINK,0051207;COP;10;20.6;20.6;0.2
8085;ALT10172;ALTOPALANT.TREVI XF 1000 KB ,AMPLIFIKATOR,100W, 0X100000;COP;3;94.2;94.2;0.2
8085;ALT11327;ALTOPALANT.TREVI SH 8420 BT,SILVER ,60W,BLUETOOTH,0842006;COP;2;31.8;31.8;0.2
8085;MP10158;LEXUES MP3.TREVI MPV 1780 SB ,0M178002;COP;5;19.8;19.8;0.2
8085;MBAJTTV9470;MBAJTESE TV.TREVI ST 230 ,T 40'' ,0023000;COP;20;7.3;7.3;0.2
8598;618;Te ndryshme;;0;0;0;0
8599;CEL11675;CELULAR.LG K350 K8 ,4G, BLACK;COP;15;97;97;0.2
8599;CEL11676;CELULAR.LG K350 K8 ,4G, WHITE;COP;15;97;97;0.2
8210;626;Shpz.postare e telekom.;;0;0;0;0
8599;CEL11677;CELULAR.LG K500N X BLACK;COP;8;120;120;0.2
8096;TV11086;LED.SONY KDL49WD758 ,FHD,400HZ,2HDMI,2USB,SMART;COP;15;454.28;454.28;0.2
8096;TV11339;LED.SAMSUNG UE49KU6100 ,UHD,3HDMI,UUSB,SMART;COP;60;496.18;496.18;0.2
8096;TV11340;LED.SONY KD55XD7005 ,4K,200HZ,4HDMI,2USB,SMART;COP;8;644.84;644.84;0.2
8096;TV11341;LED.SAMSUNG UE55KU6400 ,UHD,3HDMI,2USB,SMART;COP;10;668.68;668.68;0.2
8096;TV11342;LED.LG 60UH625V ,UHD,SMART,3HDMI,USB;COP;10;736.95;736.95;0.2
8096;TV11343;LED.SAMSUNG UE60KU6000 ,UHD,SMART,3HDMI,2USB;COP;10;834.87;834.87;0.2
8096;TV11344;LED.SAMSUNG UE65KU6100 ,UHD,SMART,3HDMI,2USB;COP;4;1085.03;1085.03;0.2
8096;FSH11345;FSHESE.MIELE CLASSICC1 ,800W,HARDFLOOR;COP;20;95.73;95.73;0.2
8096;HE9566;HEKUR.ELECTROLINE FVE2017C ,2000W;COP;250;5.51;5.51;0.2
8096;HE4116;HEKUR.DELONGHI FXK20,inox,2000W,;COP;60;17.34;17.34;0.2
8096;HE10874;HEKUR.ROWENTA DX1411 ,2100W;COP;15;24.38;24.38;0.2
8096;HE9596;HEKUR.BOSCH TDA1023010 ,2300W;COP;10;28;28;0.2
8096;HE11346;HEKUR.ROWENTA DW4110 ,2350W;COP;10;33.5;33.5;0.2
8096;HE5335;HEKUR.PHILIPS GC2040/70 ,2400W;COP;30;20.77;20.77;0.2
8096;HE9556;HEKUR.BOSCH TDA302401E ,2400 W;COP;10;35.22;35.22;0.2
8096;HE11347;HEKUR.TEFAL FV4944 ,2400W;COP;10;39.82;39.82;0.2
8096;HE8859;HEKUR.ROWENTA  DW5112 2400W;COP;10;41.45;41.45;0.2
8096;HE11348;HEKUR,PHILIPS GC451530 ,2400W;COP;10;42.27;42.27;0.2
8096;HE3232;HEKUR.ROWENTA DW6010 2400w;COP;10;53.56;53.56;0.2
8096;HE10877;HEKUR.BOSCH TDS2016;COP;6;93.02;93.02;0.2
8096;HE11349;HEKUR.PHILIPS GC7610;COP;20;102.05;102.05;0.2
8096;HE11350;HEKUR.PHILIPS HI591025,KALDAJ;COP;80;66.38;66.38;0.2
8096;SHTR3888;SHTRYDHESE.ARIETE 173;COP;20;49.58;49.58;0.2
8096;SHTR9475;SHTRYDHESE.BOSCH MES25A0 ,700W;COP;80;61.23;61.23;0.2
8096;HE11351;HEKUR.ROWENTA DR8095 ,VERTIKAL ME AVULL,1500W;COP;10;69;69;0.2
8096;HE11352;HEKUR.ROWENTA DG8961 ,KALDAJ;COP;6;183.34;183.34;0.2
8096;HE11353;HEKUR.ROWENTA DG8991 ,KALDAJ;COP;2;219.46;219.46;0.2
8096;PERZ6396;PERZIERES.BOSCH MFQ4020 ,sbatitore,450W ,5 nivele;COP;10;29.98;29.98;0.2
8096;PERZ7659;PERZIERES.BOSCH MFQ3030 ,SBATITORE 350W;COP;20;17.8;17.8;0.2
8096;PERZ11354;PERZIERES.HOTPOINT TB050DR0 ,1.5LIT;COP;10;33.15;33.15;0.2
8096;BB10861;BERESE BUKE.MOULINEX OW2101 ,650W;COP;10;73.07;73.07;0.2
8096;BB11355;BERESE BUKE.MOULINEX OW6101 ,1650W,1.5KG;COP;20;110.18;110.18;0.2
8096;TO11356;TOST.PHILIPS HD4467 ,2000W;COP;10;64.93;64.93;0.2
8096;FM4534;MIKROVALE.SHARP R642(IN)W ,20Lit,E zeze;COP;15;60.38;60.38;0.2
8096;FM11357;MIKROVALE.SAMSUNG GE732KSXET;COP;15;73.65;73.65;0.2
8096;FM7669;MIKROVALE.LG MH6043HAR ,20LT,1000W;COP;10;77.65;77.65;0.2
8096;FM11358;MIKROVALE.SAMSUNG GE87MXET;COP;10;82.05;82.05;0.2
8096;PIAST10006;PIASTER.BABYLISS ST325E;COP;20;14.36;14.36;0.2
8096;MAK11359;MAKINE RROJE REMINGTON PG6030;COP;20;19.6;19.6;0.2
8096;MAK10423;MAKINE RROJE.ROWENTA TN3650;COP;50;15.26;15.26;0.2
8096;MAK11360;MAKINE RROJE.PHILIPS QG332116;COP;30;18.87;18.87;0.2
8096;MAK11361;MAKINE QETHJE.ROWENTA TN3400;COP;15;27.46;27.46;0.2
8096;MAK11362;MAKINE RROJE.PHILIS QG338016;COP;5;51.12;51.12;0.2
8096;MAK11363;MAKINE RROJE.PHILIPS RT40516;COP;30;17.34;17.34;0.2
8096;MAK11364;MAKINE RROJE.IMETEC 1620;COP;10;27;27;0.2
8096;KO11379;KOND.ELECTROLUX 12 BTU,KITEXI12HJIW;COP;50;309.39;309.39;0.2
8096;KO11365;KOND.DAIKIN 12BTU ,KITATXN35NBARXNB;COP;12;422.26;422.26;0.2
8096;NGR11366;NGROHESE UJI.MACOM 922;COP;50;5.15;5.15;0.2
8096;NGR11367;NGROHESE.MACOM 921;COP;50;13.91;13.91;0.2
8096;SIS11368;SISTEM.LG LAS454B ,300W,WIRLES,BLUETOOTH;COP;15;100.24;100.24;0.2
8096;HE8783;HEKUR.BOSCH TDA2610 ,2000W;COP;100;19.14;19.14;0.2
8096;FSH3793;FSHESE.ARIETE 2791 2200W,kontenitor;COP;150;49.58;49.58;0.2
8096;CEL11369;CELULAR.WIKO SUNNYF ,FUCSIA;COP;26;50.43;50.43;0.2
8096;CEL11370;CELULAR.WIKO SUNNYW ,WHITE;COP;25;50.43;50.43;0.2
8096;CEL11371;CELULAR.WIKO LENNY3 ,GREY;COP;40;72.07;72.07;0.2
8096;CEL11372;CELULAR.WIKO LENNY3G,GOLD;COP;20;72.07;72.07;0.2
8096;CEL11373;CELULAR.WIKO LENNY3B ,BLEEN;COP;20;72.07;72.07;0.2
8096;CEL11374;CELULAR.WIKO FEVERG ,GOLD;COP;25;141.12;141.12;0.2
8096;CEL11375;CELULAR.WIKO FEVERW ,WHITE;COP;25;141.12;141.12;0.2
8120;PC11440;LAPTOP.HP 250 W4N06EA;COP;12;270;270;0.2
8120;PC11441;LAPTOP.ASUS P2530UA-XO0598D;COP;7;387;387;0.2
8120;PC11411;LAPTOP.ASUS NB X540SA-XX433 ,SAFA0082;COP;12;232;232;0.2
8120;PC11442;LAPTOP.LENOVO ESSENTIAL,B50-50 80S2004BIX;COP;4;274;274;0.2
8120;PC11443;LAPTOP.LENOVO ESSENTIAL V110-ISK 80TL000NIX;COP;12;355;355;0.2
8120;TAB10699;TABLET.ASUS Z380KL-1L040A,16GB,WIFI;COP;20;138;138;0.2
8097;PERZ10761;PERZIERES.NEO CP-103 BLACK;COP;100;8.5;8.5;0.2
8097;SO6048;SO.ELECTROLUX EKC-6430AOX;COP;9;279;279;0.2
8097;FSH9269;FSHESE.SAMSUNG VCC44E0S3B ,1500 W,BLU;COP;31;44;44;0.2
8097;FSH11381;FSHESE.ROWENTA RO3731EA;COP;18;65;65;0.2
8097;FM11382;MIKROVALE.ELECTROLUX ,EMS-21400W;COP;30;59.5;59.5;0.2
8097;FSH11383;FSHESE.ELECTROLUX Z-7870EL;COP;90;49.5;49.5;0.2
8097;FSH11384;FSHESE.ROWENTA RO3724EA;COP;100;58;58;0.2
8097;FR8560;COMB.SAMSUNG RB-31FERNDEF ,310L,DISPLAY,A+.PANA;COP;20;305;305;0.2
8097;FM9195;MIKROVALE.SAMSUNG ME73A/BOL ,20 Lit;COP;48;52;52;0.2
8097;FM11385;MIKROVALE.AEG MSD-2543S-M;COP;5;197;197;0.2
8097;PN8083;PIAN.ELECTROLUX EGE6172NOK ,2G+2K,QERAM;COP;20;170;170;0.2
8097;TV10692;LED.SAMSUNG UE43KU6072UXXH;COP;18;365;365;0.2
8097;FR10938;COMBI.SAMSUNG RB29HSR2DSA,IX,NF,1.78m;COP;30;225;225;0.2
8097;LV11386;LVT.MIELE WDA-111 ,7 KG,1400 XH;COP;5;500;500;0.2
8103;FU9081;FU.FRAT-ONO XPI 6531 CX;COP;10;90;90;0.2
8103;FU9082;FU.FRAT-ONO OFG 6141 CX;COP;82;90;90;0.2
8103;FU10258;FU.FRAT-ONO OPK 6031CX;COP;40;90;90;0.2
8103;FU10257;FU.FRAT-ONO OVI 6151VN;COP;90;90;90;0.2
8103;FU9360;FU.FRAT-ONO OPI 6535 IX;COP;18;85;85;0.2
8104;PC11408;LAPTOP.DELL NB INSPIRON 5567 ,SAID1321P;COP;1;64826.6666;64826.6666;0.2
8104;PC11409;LAPTOP.ASUS NB X555LA-XX281 ,SAFA0141;COP;1;37740;37740;0.2
8104;PC11410;LAPTOP.DELL NB INSPIRON 5567 SAID1327P;COP;1;88286.6666;88286.6666;0.2
